source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[material type]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[file uri]	factor value[organism part]
Sample 42	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	42	not available	run 42	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	42	S42_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 43	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	43	not available	run 43	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	43	S43_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 44	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	44	not available	run 44	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	44	S44_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 45	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	45	not available	run 45	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	45	S45_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 46	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	46	not available	run 46	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	46	S46_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 47	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	47	not available	run 47	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	47	S47_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 48	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	48	not available	run 48	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	48	S48_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 49	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	49	not available	run 49	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	49	S49_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 50	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	50	not available	run 50	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	50	S50_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 51	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	51	not available	run 51	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	51	S51_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 52	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	52	not available	run 52	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	52	S52_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 53	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	53	not available	run 53	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	53	S53_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 54	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	54	not available	run 54	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	54	S54_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 55	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	55	not available	run 55	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	55	S55_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 56	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	56	not available	run 56	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	56	S56_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 57	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	57	not available	run 57	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	57	S57_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 58	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	58	not available	run 58	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	58	S58_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 59	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	59	not available	run 59	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	59	S59_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 60	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	60	not available	run 60	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	60	S60_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 61	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	61	not available	run 61	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	61	S61_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 62	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	62	not available	run 62	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	62	S62_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 63	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	63	not available	run 63	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	63	S63_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 64	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	64	not available	run 64	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	64	S64_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 65	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	65	not available	run 65	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	65	S65_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 66	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	66	not available	run 66	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	66	S66_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 67	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	67	not available	run 67	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	67	S67_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 68	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	68	not available	run 68	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	68	S68_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 69	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	69	not available	run 69	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	69	S69_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 70	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	70	not available	run 70	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	70	S70_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 71	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	71	not available	run 71	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	71	S71_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 72	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	72	not available	run 72	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	72	S72_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 73	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	73	not available	run 73	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	73	S73_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 74	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	74	not available	run 74	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	74	S74_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 75	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	75	not available	run 75	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	75	S75_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 76	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	76	not available	run 76	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	76	S76_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 77	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	77	not available	run 77	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	77	S77_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 78	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	78	not available	run 78	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	78	S78_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 79	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	79	not available	run 79	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	79	S79_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 80	NT=Homo sapiens;AC=NCBITaxon:9606	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	80	not available	run 80	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	80	S80_LF48_oilbase	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
