source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD024525-Sample-149	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_19_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_19_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-150	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_19_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_19_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-151	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_01_151204035656	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_01_151204035656.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-152	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-153	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-154	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-155	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_05_151211171046	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_05_151211171046.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-156	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-157	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-158	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-159	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-160	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_20_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-161	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-162	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-163	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-164	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-165	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_05_151211183355	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_05_151211183355.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-166	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-167	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-168	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-169	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-170	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_21_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-171	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-172	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-173	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-174	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-175	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-176	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-177	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-178	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-179	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-180	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_23_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-181	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-182	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-183	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-184	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-185	Mus musculus	heart	not available	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_05_151211214339	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_24_Left_Ventricle_Fraction_05_151211214339.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
